id,name,videoType,hdUrl,sdUrl,hlsUrl,thumbnail
6925724,"KB upright row",awss3,https://video.trainerize.com/videos/22670672/c076c4c7-dab8-4bf6-a4c1-b2bc58272120/HD.mp4,https://video.trainerize.com/videos/22670672/c076c4c7-dab8-4bf6-a4c1-b2bc58272120/SD.mp4,https://video.trainerize.com/videos/22670672/c076c4c7-dab8-4bf6-a4c1-b2bc58272120/HLS.m3u8,https://video.trainerize.com/videos/22670672/c076c4c7-dab8-4bf6-a4c1-b2bc58272120/HD-00001.jpg
7230933,"Kneeling alt SA press / narrow press",awss3,https://video.trainerize.com/videos/26194102/3980a36d-35f5-42c6-9497-0477bdc69256/HD.mp4,https://video.trainerize.com/videos/26194102/3980a36d-35f5-42c6-9497-0477bdc69256/SD.mp4,https://video.trainerize.com/videos/26194102/3980a36d-35f5-42c6-9497-0477bdc69256/HLS.m3u8,https://video.trainerize.com/videos/26194102/3980a36d-35f5-42c6-9497-0477bdc69256/HD-00001.jpg
6394069,"Kneeling banded squat",awss3,https://video.trainerize.com/videos/17401224/fb77cdd0-048d-4056-82d3-14df116ad4f2/HD.mp4,https://video.trainerize.com/videos/17401224/fb77cdd0-048d-4056-82d3-14df116ad4f2/SD.mp4,https://video.trainerize.com/videos/17401224/fb77cdd0-048d-4056-82d3-14df116ad4f2/HLS.m3u8,https://video.trainerize.com/videos/17401224/fb77cdd0-048d-4056-82d3-14df116ad4f2/HD-00001.jpg
7230949,"Kneeling DB around the worlds",awss3,https://video.trainerize.com/videos/26194178/80af70ab-5ccc-41cf-aeb6-97de52434dd5/HD.mp4,https://video.trainerize.com/videos/26194178/80af70ab-5ccc-41cf-aeb6-97de52434dd5/SD.mp4,https://video.trainerize.com/videos/26194178/80af70ab-5ccc-41cf-aeb6-97de52434dd5/HLS.m3u8,https://video.trainerize.com/videos/26194178/80af70ab-5ccc-41cf-aeb6-97de52434dd5/HD-00001.jpg
7231024,"Kneeling rb low row",awss3,https://video.trainerize.com/videos/26194636/a2f09c91-0867-4302-9044-cd5c0cc457fa/HD.mp4,https://video.trainerize.com/videos/26194636/a2f09c91-0867-4302-9044-cd5c0cc457fa/SD.mp4,https://video.trainerize.com/videos/26194636/a2f09c91-0867-4302-9044-cd5c0cc457fa/HLS.m3u8,https://video.trainerize.com/videos/26194636/a2f09c91-0867-4302-9044-cd5c0cc457fa/HD-00001.jpg
7230965,"Kneeling RB straight arm pull downs",awss3,https://video.trainerize.com/videos/26194306/0b89f865-2fa3-492d-a37f-e4956782b741/HD.mp4,https://video.trainerize.com/videos/26194306/0b89f865-2fa3-492d-a37f-e4956782b741/SD.mp4,https://video.trainerize.com/videos/26194306/0b89f865-2fa3-492d-a37f-e4956782b741/HLS.m3u8,https://video.trainerize.com/videos/26194306/0b89f865-2fa3-492d-a37f-e4956782b741/HD-00001.jpg
5503997,"Land mine hip thrust",awss3,https://video.trainerize.com/videos/10628919/d8d91164-feaa-4824-b8c6-a0bc93540454/HD.mp4,https://video.trainerize.com/videos/10628919/d8d91164-feaa-4824-b8c6-a0bc93540454/SD.mp4,https://video.trainerize.com/videos/10628919/d8d91164-feaa-4824-b8c6-a0bc93540454/HLS.m3u8,https://video.trainerize.com/videos/10628919/d8d91164-feaa-4824-b8c6-a0bc93540454/HD-00001.jpg
7211645,"Lateral/ frontal slow eccentric raises",awss3,https://video.trainerize.com/videos/25950650/cf625f2c-0de2-4eaa-80e7-3fed598c8d18/HD.mp4,https://video.trainerize.com/videos/25950650/cf625f2c-0de2-4eaa-80e7-3fed598c8d18/SD.mp4,https://video.trainerize.com/videos/25950650/cf625f2c-0de2-4eaa-80e7-3fed598c8d18/HLS.m3u8,https://video.trainerize.com/videos/25950650/cf625f2c-0de2-4eaa-80e7-3fed598c8d18/HD-00001.jpg
5395203,"Lateral+medial+glute kicks",awss3,https://video.trainerize.com/videos/9663531/e18b221d-d230-496d-9f2f-88d1261ecd95/HD.mp4,https://video.trainerize.com/videos/9663531/e18b221d-d230-496d-9f2f-88d1261ecd95/SD.mp4,https://video.trainerize.com/videos/9663531/e18b221d-d230-496d-9f2f-88d1261ecd95/HLS.m3u8,https://video.trainerize.com/videos/9663531/e18b221d-d230-496d-9f2f-88d1261ecd95/HD-00001.jpg
5395212,"Mt climbers +pop outs",awss3,https://video.trainerize.com/videos/9663563/f96c4b9e-5147-4751-a5b1-35a7027f0963/HD.mp4,https://video.trainerize.com/videos/9663563/f96c4b9e-5147-4751-a5b1-35a7027f0963/SD.mp4,https://video.trainerize.com/videos/9663563/f96c4b9e-5147-4751-a5b1-35a7027f0963/HLS.m3u8,https://video.trainerize.com/videos/9663563/f96c4b9e-5147-4751-a5b1-35a7027f0963/HD-00001.jpg
5504425,"Narrow forward smith squat",awss3,https://video.trainerize.com/videos/10632181/082ef597-3346-46b0-a492-843e1e7efea8/HD.mp4,https://video.trainerize.com/videos/10632181/082ef597-3346-46b0-a492-843e1e7efea8/SD.mp4,https://video.trainerize.com/videos/10632181/082ef597-3346-46b0-a492-843e1e7efea8/HLS.m3u8,https://video.trainerize.com/videos/10632181/082ef597-3346-46b0-a492-843e1e7efea8/HD-00001.jpg
6518751,"Narrow shoulder press into tricep ext",awss3,https://video.trainerize.com/videos/18576405/99504cf1-6802-4132-b738-98c216822d77/HD.mp4,https://video.trainerize.com/videos/18576405/99504cf1-6802-4132-b738-98c216822d77/SD.mp4,https://video.trainerize.com/videos/18576405/99504cf1-6802-4132-b738-98c216822d77/HLS.m3u8,https://video.trainerize.com/videos/18576405/99504cf1-6802-4132-b738-98c216822d77/HD-00001.jpg
